Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,year
373,Rob Dillingham,20,MIN,PG,31,1,12.7,2.5,5.5,.456,0.7,2.0,.377,1.7,3.5,.500,.524,0.2,0.3,.500,0.3,0.9,1.2,2.5,0.4,0.0,1.3,1.0,5.9,,2025
374,Kris Dunn,30,LAC,PG,47,31,22.8,2.4,5.7,.420,0.9,3.0,.317,1.5,2.8,.531,.502,0.1,0.3,.500,0.8,2.6,3.4,2.9,1.6,0.3,1.1,2.5,5.9,,2025
375,Richaun Holmes,31,WAS,PF,17,4,15.9,2.4,3.7,.651,0.0,0.2,.000,2.4,3.5,.683,.651,1.1,1.4,.783,1.7,3.2,4.9,1.0,0.1,0.7,0.5,1.4,5.9,,2025
376,Isaiah Stewart,23,DET,C,50,3,20.0,2.4,4.5,.538,0.2,0.8,.289,2.2,3.7,.589,.563,0.9,1.0,.827,2.0,3.7,5.7,1.7,0.4,1.2,0.9,2.5,5.9,,2025
377,Javonte Green,31,NOP,SG,50,18,21.8,2.0,4.5,.446,0.8,2.2,.352,1.2,2.3,.534,.531,1.0,1.3,.758,1.0,2.6,3.6,0.9,1.1,0.6,0.6,1.5,5.8,,2025
378,Jaxson Hayes,24,LAL,C,31,10,17.6,2.4,3.4,.702,0.0,0.1,.000,2.4,3.3,.716,.702,1.1,1.5,.739,1.3,2.8,4.2,1.0,0.6,1.0,0.6,2.1,5.8,,2025
379,Talen Horton-Tucker,24,CHI,SG,41,0,11.4,2.1,4.6,.450,0.8,2.0,.373,1.3,2.6,.509,.532,0.9,1.2,.725,0.3,1.4,1.7,1.3,0.4,0.2,0.6,1.0,5.8,,2025
380,Isaac Okoro,24,CLE,SG,28,16,19.7,2.0,4.7,.427,1.1,2.8,.397,0.9,1.9,.472,.546,0.6,0.9,.720,0.8,1.3,2.1,1.6,0.7,0.4,0.4,2.0,5.8,,2025
381,Jeremiah Robinson-Earl,24,NOP,PF,44,6,17.8,2.2,4.8,.446,0.8,2.3,.330,1.4,2.6,.549,.523,0.7,0.8,.865,1.7,2.9,4.6,1.2,0.7,0.1,0.7,1.3,5.8,,2025
382,Keaton Wallace,25,ATL,PG,24,3,17.3,2.2,5.1,.423,1.0,2.7,.354,1.2,2.4,.500,.516,0.5,0.5,1.000,0.2,1.3,1.5,2.3,0.9,0.3,1.2,1.3,5.8,,2025
383,Elfrid Payton,30,2TM,PG,9,4,22.1,2.8,6.2,.446,0.0,0.1,.000,2.8,6.1,.455,.446,0.1,0.2,.500,0.7,2.6,3.2,6.6,1.3,0.4,2.4,1.6,5.7,,2025
384,Elfrid Payton,30,NOP,PG,7,3,20.6,3.3,6.6,.500,0.0,0.1,.000,3.3,6.4,.511,.500,0.1,0.3,.500,0.7,2.7,3.4,6.9,1.4,0.4,2.9,1.4,6.7,,2025
385,Elfrid Payton,30,CHO,PG,2,1,27.5,1.0,5.0,.200,0.0,0.0,,1.0,5.0,.200,.200,0.0,0.0,,0.5,2.0,2.5,5.5,1.0,0.5,1.0,2.0,2.0,,2025
386,Quenton Jackson,26,IND,PG,18,7,14.1,2.2,4.2,.513,0.5,1.3,.375,1.7,2.9,.577,.572,0.8,1.2,.714,0.6,0.9,1.5,1.7,0.5,0.3,0.6,1.8,5.7,,2025
387,Gabe Vincent,28,LAL,PG,44,6,20.4,2.1,5.2,.409,1.3,3.6,.350,0.9,1.6,.543,.530,0.1,0.2,.500,0.3,1.0,1.2,1.5,0.7,0.2,0.6,2.1,5.7,,2025
388,Robert Williams,27,POR,C,19,3,17.2,2.4,3.8,.630,0.1,0.2,.333,2.4,3.7,.643,.637,0.8,0.9,.882,1.8,4.1,5.9,1.1,0.6,1.6,0.9,1.5,5.7,,2025
389,Vince Williams Jr.,24,MEM,SG,6,0,14.8,2.2,6.0,.361,0.5,2.7,.188,1.7,3.3,.500,.403,0.8,1.7,.500,1.5,2.5,4.0,2.2,0.3,0.3,1.3,2.5,5.7,,2025
390,Drew Eubanks,27,2TM,C,40,4,14.9,2.3,3.8,.616,0.1,0.1,.600,2.3,3.7,.616,.626,0.9,1.4,.632,1.1,3.3,4.4,1.1,0.3,0.8,0.8,1.2,5.6,,2025
391,Drew Eubanks,27,UTA,C,37,4,15.4,2.4,3.9,.607,0.1,0.1,.600,2.3,3.8,.607,.617,1.0,1.5,.632,1.1,3.5,4.5,1.2,0.3,0.9,0.8,1.2,5.8,,2025
392,Drew Eubanks,27,LAC,C,3,0,8.7,1.7,2.0,.833,0.0,0.0,,1.7,2.0,.833,.833,0.0,0.0,,1.3,1.7,3.0,0.0,0.0,0.3,0.0,0.3,3.3,,2025
393,Donovan Clingan,20,POR,C,41,11,16.3,2.3,4.2,.546,0.2,0.6,.304,2.1,3.7,.583,.566,0.8,1.1,.681,2.8,4.0,6.8,0.7,0.4,1.6,1.1,2.6,5.6,,2025
394,Jamison Battle,23,TOR,SF,39,0,12.6,1.9,4.2,.460,1.3,3.2,.423,0.6,1.0,.575,.620,0.3,0.4,.857,0.5,1.3,1.8,0.8,0.1,0.1,0.3,1.1,5.5,,2025
395,Kevin Love,36,MIA,PF,19,6,10.9,1.8,5.2,.354,1.1,3.1,.362,0.7,2.2,.341,.460,0.7,1.0,.684,0.9,3.2,4.1,1.0,0.7,0.1,0.7,0.9,5.5,,2025
396,Jonathan Mogbo,23,TOR,PF,42,10,17.6,2.1,4.5,.458,0.3,0.9,.342,1.8,3.6,.487,.492,1.0,1.4,.724,1.7,2.6,4.2,1.8,0.7,0.5,0.9,2.1,5.5,,2025
397,Kyle Anderson,31,2TM,PF,38,4,15.2,2.2,4.8,.446,0.5,1.4,.358,1.7,3.4,.481,.497,0.6,0.9,.636,0.9,2.3,3.2,2.2,0.7,0.6,0.5,1.1,5.4,,2025
398,Kyle Anderson,31,GSW,PF,36,3,15.0,2.1,4.7,.450,0.5,1.4,.365,1.6,3.3,.487,.506,0.5,0.8,.667,0.8,2.3,3.1,2.3,0.7,0.6,0.6,1.1,5.3,,2025
399,Kyle Anderson,31,MIA,SF,2,1,18.5,3.0,7.5,.400,0.0,0.5,.000,3.0,7.0,.429,.400,1.5,3.0,.500,3.5,3.0,6.5,1.5,0.0,1.0,0.0,1.5,7.5,,2025
400,Lindy Waters III,27,2TM,SG,39,9,17.0,1.9,5.3,.365,1.3,3.9,.325,0.7,1.5,.474,.483,0.2,0.3,.727,0.4,2.1,2.5,1.1,0.6,0.3,0.4,1.4,5.4,,2025
401,Lindy Waters III,27,GSW,SG,38,9,17.2,2.0,5.4,.371,1.3,3.9,.331,0.7,1.5,.474,.490,0.2,0.3,.727,0.4,2.1,2.6,1.1,0.6,0.3,0.4,1.4,5.5,,2025
402,Lindy Waters III,27,DET,SG,1,0,9.0,0.0,3.0,.000,0.0,3.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,2025
403,Kobe Bufkin,21,ATL,SG,10,0,12.4,1.8,4.7,.383,0.4,1.9,.211,1.4,2.8,.500,.426,1.3,1.8,.722,0.5,1.6,2.1,1.7,0.3,0.2,0.8,0.9,5.3,,2025
404,Gary Payton II,32,GSW,SG,43,10,13.4,2.3,4.1,.548,0.3,1.3,.236,2.0,2.8,.689,.585,0.5,0.7,.724,0.8,2.0,2.9,1.3,0.6,0.3,0.7,1.7,5.3,,2025
405,Jaylin Williams,22,OKC,PF,27,5,16.8,1.9,5.0,.382,1.1,3.5,.309,0.9,1.6,.548,.489,0.4,0.4,1.000,1.3,4.4,5.7,2.4,0.4,0.7,0.8,1.9,5.3,,2025
406,Tidjane Salaün,19,CHO,PF,39,8,19.1,1.7,5.4,.316,0.9,3.2,.286,0.8,2.1,.361,.402,0.9,1.3,.720,1.1,3.1,4.2,1.1,0.6,0.2,0.8,1.3,5.2,,2025
407,Moussa Diabaté,23,CHO,C,44,7,18.9,2.1,3.4,.616,0.0,0.0,.000,2.1,3.4,.624,.616,0.8,1.5,.552,3.0,4.0,7.0,0.8,0.7,0.7,0.9,1.6,5.1,,2025
408,Jeff Green,38,HOU,PF,16,2,11.6,1.8,3.5,.500,0.6,2.2,.286,1.1,1.3,.857,.589,0.9,1.1,.833,0.3,1.3,1.6,0.3,0.2,0.1,0.3,1.1,5.1,,2025
409,Luke Kornet,29,BOS,C,49,7,17.2,2.1,3.2,.656,0.0,0.0,.000,2.1,3.2,.660,.656,0.9,1.2,.754,2.3,2.7,5.0,1.6,0.5,0.9,0.4,1.5,5.1,,2025
410,Neemias Queta,25,BOS,C,43,5,14.3,2.2,3.3,.660,0.0,0.0,.000,2.2,3.2,.669,.660,0.8,1.1,.729,1.4,2.3,3.7,0.6,0.3,0.7,0.6,1.8,5.1,,2025
411,Tristan Vukcevic,21,WAS,C,14,0,8.1,1.9,3.9,.500,0.6,1.9,.346,1.3,2.0,.643,.583,0.6,0.9,.692,0.6,1.8,2.4,0.9,0.2,0.2,0.5,0.9,5.1,,2025
412,DaQuan Jeffries,27,CHO,SG,21,2,19.4,1.9,4.6,.402,0.8,2.7,.304,1.0,2.0,.537,.490,0.4,0.5,.818,0.9,2.0,2.8,1.1,0.7,0.4,0.6,2.0,5.0,,2025
413,Kevon Looney,28,GSW,C,49,6,16.1,2.1,4.2,.510,0.0,0.0,.000,2.1,4.2,.515,.510,0.8,1.4,.544,2.9,4.0,6.9,1.9,0.7,0.4,0.6,2.2,5.0,,2025
414,Alondes Williams,25,DET,SG,1,0,4.0,2.0,2.0,1.000,1.0,1.0,1.000,1.0,1.0,1.000,1.250,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,,2025
415,Marvin Bagley III,25,WAS,C,19,1,8.7,2.0,3.7,.535,0.1,0.5,.200,1.9,3.2,.590,.549,0.8,1.2,.652,1.4,1.5,2.9,0.4,0.4,0.3,0.6,0.6,4.9,,2025
416,Monte Morris,29,PHO,PG,40,0,13.1,1.7,4.3,.404,0.6,1.8,.301,1.2,2.5,.480,.468,0.9,1.0,.850,0.3,1.2,1.4,1.7,0.4,0.1,0.4,0.5,4.9,,2025
417,Jaylen Clark,23,MIN,SG,14,1,14.3,1.6,4.0,.411,0.6,1.7,.375,1.0,2.3,.438,.491,0.9,1.1,.750,0.9,0.7,1.6,0.4,0.6,0.1,0.1,1.6,4.8,,2025
418,Ryan Rollins,22,MIL,PG,37,7,12.3,1.8,4.2,.442,0.6,1.7,.344,1.2,2.4,.511,.513,0.5,0.6,.826,0.4,1.2,1.6,1.3,0.7,0.3,0.8,1.3,4.8,,2025
419,Tre Jones,25,2TM,PG,31,0,16.2,1.7,3.5,.486,0.3,0.9,.286,1.5,2.6,.556,.523,1.0,1.3,.800,0.5,1.5,2.1,3.5,0.7,0.2,0.7,1.2,4.7,,2025
420,Tre Jones,25,SAS,PG,28,0,16.1,1.6,3.3,.484,0.3,0.9,.308,1.3,2.4,.552,.527,0.9,1.2,.758,0.5,1.5,2.1,3.7,0.6,0.2,0.8,1.2,4.4,,2025
421,Tre Jones,25,CHI,PG,3,0,17.7,2.7,5.3,.500,0.0,0.7,.000,2.7,4.7,.571,.500,2.3,2.3,1.000,0.7,1.3,2.0,2.0,1.7,0.0,0.3,1.3,7.7,,2025
422,Taylor Hendricks,21,UTA,PF,3,3,25.0,1.3,6.0,.222,1.0,4.0,.250,0.3,2.0,.167,.306,1.0,1.3,.750,1.7,3.3,5.0,0.7,1.7,1.3,0.7,2.7,4.7,,2025
423,Aaron Holiday,28,HOU,PG,39,3,12.2,1.7,4.0,.419,0.9,2.5,.343,0.8,1.4,.554,.529,0.5,0.6,.913,0.2,1.0,1.2,1.3,0.4,0.1,0.5,1.2,4.7,,2025
424,Jordan Miller,25,LAC,SF,30,0,12.4,1.8,4.2,.429,0.3,1.2,.222,1.5,3.0,.511,.460,0.9,1.1,.788,0.7,1.0,1.7,1.1,0.5,0.2,0.7,0.7,4.7,,2025
425,Zach Collins,27,2TM,PF,37,4,11.8,1.7,3.6,.463,0.4,1.3,.313,1.3,2.3,.547,.519,0.9,1.0,.892,1.1,1.8,2.9,1.4,0.4,0.4,0.6,1.9,4.6,,2025
